acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,ontology_prefix
RTg,#4E78B0,2753,DHBA:12414,reticulotegmental nucleus,DHBA:12406,DHBA
PnTg,#6586BF,2754,DHBA:12416,pontine tegmentum,DHBA:10661,DHBA
PnEN,#4C72A8,2755,DHBA:12417,efferent nuclei of cranial nerves in pons,DHBA:12416,DHBA
6N,#476A9A,2756,DHBA:12418,abducens nucleus,DHBA:12417,DHBA
Acs7,#476A9A,2757,DHBA:12419,accessory facial nucleus,DHBA:12417,DHBA
7N,#476A9A,2758,DHBA:12420,facial nucleus,DHBA:12417,DHBA
7D,#406290,2759,DHBA:12421,"facial nucleus, dorsal subnucleus",DHBA:12420,DHBA
7VI,#406290,2760,DHBA:12422,"facial nucleus, ventrointermediate subnucleus",DHBA:12420,DHBA
7VM,#406290,2761,DHBA:12424,"facial nucleus, ventromedial subnucleus",DHBA:12420,DHBA
7SH,#406290,2762,DHBA:15554,"facial nucleus,stylohyoid part",DHBA:12420,DHBA
7VL,#406290,2763,DHBA:12427,"facial nucleus, ventrolateral subnucleus",DHBA:12420,DHBA
Lac,#4C72A8,2764,DHBA:12428,lacrimal nucleus,DHBA:12417,DHBA
Mo5,#476A9A,2765,DHBA:12429,motor nucleus of trigeminal nerve,DHBA:12417,DHBA
Mo5lpt,#406290,2766,DHBA:12430,"motor nucleus of trigeminal nerve, lateral pterygoid part",DHBA:12429,DHBA
Mo5ma,#406290,2767,DHBA:12431,"motor nucleus of trigeminal nerve, masseter part",DHBA:12429,DHBA
Mo5mpt,#406290,2768,DHBA:12432,"motor nucleus of trigeminal nerve, medial pterygoid part",DHBA:12429,DHBA
Mo5my,#406290,2769,DHBA:12433,"motor nucleus of trigeminal nerve, mylohyoid part",DHBA:12429,DHBA
Mo5te,#406290,2770,DHBA:12434,"motor nucleus of trigeminal nerve, temporalis part",DHBA:12429,DHBA
SuSV,#476A9A,2771,DHBA:12435,superior salivatory nucleus,DHBA:12417,DHBA
PnAN,#517DBE,2772,DHBA:12436,afferent nuclei of cranial nerves in pons,DHBA:12416,DHBA
8Co,#4C72A8,2773,DHBA:12437,cochlear nuclei,DHBA:12436,DHBA
DCo,#476A9A,2774,DHBA:12438,dorsal cochlear nucleus,DHBA:12437,DHBA
GrCo,#406290,2775,DHBA:12442,granular cell layer of cochlear nuclei,DHBA:12437,DHBA
VCo,#476A9A,2776,DHBA:12439,ventral cochlear nucleus,DHBA:12437,DHBA
VCoR,#476A9A,2777,DHBA:12440,"ventral cochlear nucleus, rostral part",DHBA:12439,DHBA
VCoC,#476A9A,2778,DHBA:12441,"ventral cochlear nucleus, caudal part",DHBA:12439,DHBA
Me5-p,#476A9A,2779,DHBA:12443,"mesencephalic nucleus of trigeminal nerve, pontine part",DHBA:12436,DHBA
Pr5,#406290,2780,DHBA:12444,principal sensory nucleus of trigeminal nerve,DHBA:12436,DHBA
Pr5dm,#406290,2781,DHBA:12445,dorsomedial nucleus of Pr5,DHBA:12444,DHBA
Pr5vl,#406290,2782,DHBA:12446,ventrolateral nucleus of Pr5,DHBA:12444,DHBA
Sp5o,#406290,2783,DHBA:12447,"spinal nucleus of trigeminal nerve, oral subnucleus",DHBA:12436,DHBA
8Ve-p,#4C72A8,2784,DHBA:12448,vestibular nuclei in pons,DHBA:12436,DHBA
LVe,#476A9A,2785,DHBA:12449,lateral vestibular nucleus,DHBA:12448,DHBA
LVeMC,#476A9A,2786,DHBA:12450,"lateral vestibular nucleus, magnocellular part",DHBA:12449,DHBA
LVePC,#476A9A,2787,DHBA:12451,"lateral vestibular nucleus, parvicellular part",DHBA:12449,DHBA
SuVe,#4C72A8,2788,DHBA:12452,superior vestibular nucleus,DHBA:12448,DHBA
VTg,#517DBE,2789,DHBA:12266,ventral tegmental nucleus,DHBA:12416,DHBA
VTgR,#4E78B0,2790,DHBA:146034960,"ventral tegmental nucleus, rostral extension",DHBA:12266,DHBA
VTgI,#4E78B0,2791,DHBA:12267,"ventral tegmental nucleus, infrafascicular part",DHBA:12266,DHBA
VTgP,#4E78B0,2792,DHBA:12268,"ventral tegmental nucleus, principal part",DHBA:12266,DHBA
VTgS,#4E78B0,2793,DHBA:12269,"ventral tegmental nucleus, suprafascicular part",DHBA:12266,DHBA
PnAR,#6586BF,2794,DHBA:12453,auditory relay nuclei in pons,DHBA:12416,DHBA
LLN,#4E78B0,2795,DHBA:12454,nuclei of lateral lemniscus,DHBA:12453,DHBA
DLL,#4C72A8,2796,DHBA:12455,dorsal nucleus of lateral lemniscus,DHBA:12454,DHBA
ILL,#4C72A8,2797,DHBA:12456,intermediate nucleus of lateral lemniscus,DHBA:12454,DHBA
VLL,#4C72A8,2798,DHBA:12457,ventral nucleus of lateral lemniscus,DHBA:12454,DHBA
TrZ,#4E78B0,2799,DHBA:12458,nucleus of trapezoid body,DHBA:12453,DHBA
TrZl,#4C72A8,2800,DHBA:12459,lateral nucleus of trapezoid body,DHBA:12458,DHBA
TrZm,#4C72A8,2801,DHBA:12460,medial nucleus of trapezoid body,DHBA:12458,DHBA
TrZv,#4C72A8,2802,DHBA:12461,ventral nucleus of trapezoid body,DHBA:12458,DHBA
SOC,#4E78B0,2803,DHBA:12462,superior olivary complex,DHBA:12453,DHBA
POI,#476A9A,2804,DHBA:12464,periolivary nuclei,DHBA:12462,DHBA
LPOI,#476A9A,2805,DHBA:12465,lateral periolivary nucleus,DHBA:12464,DHBA
MPOI,#476A9A,2806,DHBA:12466,medial periolivary nucleus,DHBA:12464,DHBA
RO,#4C72A8,2807,DHBA:12467,retro-olivary cell group,DHBA:12462,DHBA
SOI,#476A9A,2808,DHBA:12468,superior olivary nucleus,DHBA:12462,DHBA
LSO,#476A9A,2809,DHBA:12469,lateral superior olivary nucleus,DHBA:12468,DHBA
MSO,#476A9A,2810,DHBA:12470,medial superior olive,DHBA:12468,DHBA
SPO,#4C72A8,2811,DHBA:12463,superior paraolivary nucleus,DHBA:12462,DHBA
PrO,#517DBE,2812,DHBA:266441709,preolivary nucleus,DHBA:12453,DHBA
PnRa,#6586BF,2813,DHBA:12471,raphe pontis nucleus,DHBA:12416,DHBA
DR-p,#4E78B0,2814,DHBA:12472,dorsal raphe nucleus,DHBA:12471,DHBA
MnR-p,#4E78B0,2815,DHBA:12473,median raphe nucleus,DHBA:12471,DHBA
PMnRt,#4E78B0,2816,DHBA:12474,"paramedian raphe nucleus, reticular part",DHBA:12471,DHBA
PRn,#4E78B0,2817,DHBA:12475,raphe pontis nucleus,DHBA:12471,DHBA
RIP,#4E78B0,2818,DHBA:12476,raphe interpositus nucleus,DHBA:12471,DHBA
PnRF,#7893C7,2819,DHBA:12480,Pontine reticular formation,DHBA:12416,DHBA
PB,#517DBE,2820,DHBA:12481,parabrachial nuclei,DHBA:12480,DHBA
LPB,#4E78B0,2821,DHBA:12482,lateral parabrachial nucleus,DHBA:12481,DHBA
LPBc,#4E78B0,2822,DHBA:12483,"lateral parabrachial nucleus, central part",DHBA:12482,DHBA
LPBd,#4E78B0,2823,DHBA:12484,"lateral parabrachial nucleus, dorsal part",DHBA:12482,DHBA
LPBe,#4E78B0,2824,DHBA:12485,"lateral parabrachial nucleus, external part",DHBA:12482,DHBA
LPBs,#4E78B0,2825,DHBA:12486,"lateral parabrachial nucleus, superior part",DHBA:12482,DHBA
MPB,#517DBE,2826,DHBA:12487,medial parabrachial nucleus,DHBA:12481,DHBA
MPBe,#4E78B0,2827,DHBA:12488,"medial parabrachial nucleus, external part",DHBA:12487,DHBA
MPBm,#4E78B0,2828,DHBA:12489,"medial parabrachial nucleus, medial part",DHBA:12487,DHBA
SPP,#4C72A8,2829,DHBA:12490,subpeduncular pigmented nucleus,DHBA:12481,DHBA
SPB,#4E78B0,2830,DHBA:12491,subparabrachial nucleus,DHBA:12481,DHBA
PnRt,#7893C7,2831,DHBA:12492,reticular nuclei of pons,DHBA:12480,DHBA
PnC,#517DBE,2832,DHBA:12493,"pontine reticular nucleus, caudal part",DHBA:12492,DHBA
PnO,#517DBE,2833,DHBA:12494,"pontine reticular nucleus, oral part",DHBA:12492,DHBA
PLN,#517DBE,2834,DHBA:12495,paralemniscal nucleus,DHBA:12492,DHBA
PMn,#517DBE,2835,DHBA:12496,paramedian reticular nucleus,DHBA:12492,DHBA
RtTg,#517DBE,2836,DHBA:12497,reticulotegmental nucleus,DHBA:12492,DHBA
RtTgD,#517DBE,2837,DHBA:15555,"reticulotegmental nucleus, dorsal part",DHBA:12492,DHBA
PnNA,#4E78B0,2838,DHBA:12498,group of noradrenergic neurons in pons,DHBA:12416,DHBA
NC,#3A5680,2839,DHBA:12499,nucleus coeruleus,DHBA:12498,DHBA
SubC,#3D5C87,2840,DHBA:12500,subcoeruleus nucleus,DHBA:12498,DHBA
SubCd,#3D5C87,2841,DHBA:12501,"subcoeruleus nucleus, dorsal part",DHBA:12500,DHBA
SubCv,#3D5C87,2842,DHBA:12502,"subcoeruleus nucleus, ventral part",DHBA:12500,DHBA
XPnTg,#7893C7,2843,DHBA:12503,other nuclei in pontine tegmentum,DHBA:12416,DHBA
Acs5,#4E78B0,2844,DHBA:12504,accessory trigeminal nucleus,DHBA:12503,DHBA
AInS,#517DBE,2845,DHBA:12505,alar interstitial nucleus,DHBA:12503,DHBA
B9,#4E78B0,2846,DHBA:15556,B9 serotonin cells,DHBA:12503,DHBA
Bar,#517DBE,2847,DHBA:12506,Barrington's nucleus,DHBA:12503,DHBA
PnCG,#517DBE,2848,DHBA:146034964,central gray of pons,DHBA:12503,DHBA
CAT,#6586BF,2849,DHBA:12507,central nucleus of acoustic tract,DHBA:12503,DHBA
DTg,#517DBE,2850,DHBA:12508,dorsal tegmental nucleus,DHBA:12503,DHBA
DTgC,#4E78B0,2851,DHBA:12509,"dorsal tegmental nucleus, central part",DHBA:12508,DHBA
DTgP,#4E78B0,2852,DHBA:12510,"dorsal tegmental nucleus, pericentral part",DHBA:12508,DHBA
DMTg,#517DBE,2853,DHBA:15557,dorsomedial tegmental area,DHBA:12503,DHBA
PnE,#517DBE,2854,DHBA:146034968,ependyma and subependymal layers of pons,DHBA:12503,DHBA
EpC,#517DBE,2855,DHBA:12512,epicoeruleus nucleus,DHBA:12503,DHBA
PnG,#3D5C87,2856,DHBA:12513,pontine gamma nucleus,DHBA:12503,DHBA
IIMLF,#517DBE,2857,DHBA:12514,intermediate interstitial nucleus of medial longitudinal fasciculus,DHBA:12503,DHBA
IMLF,#517DBE,2858,DHBA:12515,interstitial nucleus of medial longitudinal fasciculus,DHBA:12503,DHBA
I5,#517DBE,2859,DHBA:12516,intertrigeminal nucleus,DHBA:12503,DHBA
JxO,#517DBE,2860,DHBA:12517,juxtaolivary nucleus,DHBA:12503,DHBA
KF,#4E78B0,2861,DHBA:12518,Koelliker-Fuse nucleus,DHBA:12503,DHBA
LDTg,#4E78B0,2862,DHBA:12519,laterodorsal tegmental nucleus,DHBA:12503,DHBA
LDTgD,#4E78B0,2863,DHBA:12520,"laterodorsal tegmental nucleus, dorsal part",DHBA:12519,DHBA
LDTgV,#4E78B0,2864,DHBA:12521,"laterodorsal tegmental nucleus, ventral part",DHBA:12519,DHBA
NI,#6586BF,2865,DHBA:146034972,nucleus incertus,DHBA:12503,DHBA
K,#517DBE,2866,DHBA:12522,nucleus K,DHBA:12503,DHBA
L,#517DBE,2867,DHBA:12523,nucleus L,DHBA:12503,DHBA
Pa6,#517DBE,2868,DHBA:12524,paraabducens nucleus,DHBA:12503,DHBA
PCuN,#517DBE,2869,DHBA:12525,pericuneate nuclei,DHBA:12503,DHBA
LPCu,#4E78B0,2870,DHBA:12526,lateral pericuneate nucleus,DHBA:12525,DHBA
MPCu,#4E78B0,2871,DHBA:12527,medial pericuneate nucleus,DHBA:12525,DHBA
PF7,#D1D7E8,2872,DHBA:12425,perifacial zone,DHBA:12503,DHBA
PnBi,#517DBE,2873,DHBA:12528,"pontobulbar nucleus, inferior part",DHBA:12503,DHBA
P5,#517DBE,2874,DHBA:12529,peritrigeminal zone,DHBA:12503,DHBA
R7,#4E78B0,2875,DHBA:12530,retrofacial nucleus,DHBA:12503,DHBA
RTz,#4E78B0,2876,DHBA:12531,retrotrapezoid nucleus,DHBA:12503,DHBA
5N,#4E78B0,2877,DHBA:266441713,trigeminal nuclei,DHBA:12503,DHBA
VLTg,#4E78B0,2878,DHBA:12534,ventrolateral tegmental nucleus,DHBA:12503,DHBA
SGe,#727CB6,2879,DHBA:12662,supragenual nucleus,DHBA:12503,DHBA
Mo,#D1D7E8,2880,DHBA:10662,myelencephalon (medulla oblongata),DHBA:10654,DHBA
MoPy,#979ECB,2881,DHBA:12535,pyramidal part of medulla oblongata,DHBA:10662,DHBA
Ar,#727CB6,2882,DHBA:12536,arcuate nucleus of medulla oblongata,DHBA:12535,DHBA
Ct,#727CB6,2883,DHBA:12537,conterminal nucleus,DHBA:12535,DHBA
MoTg,#838BC1,2884,DHBA:12538,tegmentum of medulla oblongata,DHBA:10662,DHBA
MoEN,#5D6CB2,2885,DHBA:12539,efferent nuclei of cranial nerves in the medulla oblongata,DHBA:12538,DHBA
Amb,#475CA9,2886,DHBA:12540,ambiguus nucleus,DHBA:12539,DHBA
AmbC,#475CA9,2887,DHBA:12541,"ambiguus nucleus, compact part",DHBA:12540,DHBA
AmbL,#475CA9,2888,DHBA:12542,"ambiguus nucleus, loose part",DHBA:12540,DHBA
AmbSC,#45599D,2889,DHBA:12543,"ambiguus nucleus, semicompact part",DHBA:12540,DHBA
12N,#415492,2890,DHBA:12545,hypoglossal nucleus,DHBA:12539,DHBA
12GH,#415492,2891,DHBA:12546,"hypoglossal nucleus, geniohyoid part",DHBA:12545,DHBA
12L,#415492,2892,DHBA:12547,"hypoglossal nucleus, lateral part",DHBA:12545,DHBA
12M,#415492,2893,DHBA:12548,"hypoglossal nucleus, medial part",DHBA:12545,DHBA
12V,#45599D,2894,DHBA:12549,"hypoglossal nucleus, ventral part",DHBA:12545,DHBA
InSV,#415492,2895,DHBA:12544,inferior salivatory nucleus,DHBA:12539,DHBA
10N,#45599D,2896,DHBA:12550,dorsal motor nucleus of the vagus (vagal nucleus),DHBA:12539,DHBA
10CaI,#45599D,2897,DHBA:12551,"dorsal motor nucleus of vagus, caudointermediate part",DHBA:12550,DHBA
10CeI,#45599D,2898,DHBA:12552,"dorsal motor nucleus of vagus, centrointermediate part",DHBA:12550,DHBA
10DI,#45599D,2899,DHBA:12553,"dorsal motor nucleus of vagus, dorsointermediate part",DHBA:12550,DHBA
10DR,#45599D,2900,DHBA:12554,"dorsal motor nucleus of vagus, dorsorostral part",DHBA:12550,DHBA
10F,#838BC1,2901,DHBA:12555,"dorsal motor nucleus of vagus, medial fringe",DHBA:12550,DHBA
10VI,#45599D,2902,DHBA:15558,"dorsal motor nucleus of vagus, ventrointermediate part",DHBA:12550,DHBA
10VR,#45599D,2903,DHBA:15559,"dorsal motor nucleus of the vagus, ventrorostral part",DHBA:12550,DHBA
MoAN,#5D6CB2,2904,DHBA:12556,afferent nuclei of cranial nerves in medulla oblongata,DHBA:12538,DHBA
Sol,#475CA9,2905,DHBA:12557,solitary nucleus,DHBA:12556,DHBA
SolC,#475CA9,2906,DHBA:12558,"solitary nucleus, commissural part",DHBA:12557,DHBA
SolD,#475CA9,2907,DHBA:12559,"solitary nucleus, dorsal part",DHBA:12557,DHBA
SolDL,#475CA9,2908,DHBA:12560,"solitary nucleus, dorsolateral part",DHBA:12557,DHBA
SolG,#475CA9,2909,DHBA:12561,"solitary nucleus, gelatinous part",DHBA:12557,DHBA
SolIM,#475CA9,2910,DHBA:12562,"solitary nucleus, intermediate part",DHBA:12557,DHBA
SolI,#475CA9,2911,DHBA:12563,"solitary nucleus, interstitial part",DHBA:12557,DHBA
SolIc,#475CA9,2912,DHBA:12564,"solitary nucleus, interstitial part, caudal subdivision",DHBA:12563,DHBA
SolIr,#475CA9,2913,DHBA:12565,"solitary nucleus, interstitial part, rostral (tast) subdivision",DHBA:12563,DHBA
SolM,#475CA9,2914,DHBA:12566,"solitary nucleus, medial part",DHBA:12557,DHBA
SolPaC,#475CA9,2915,DHBA:12567,"solitary nucleus, paracommissural part",DHBA:12557,DHBA
SolV,#475CA9,2916,DHBA:12568,"solitary nucleus, ventral part",DHBA:12557,DHBA
SolVL,#475CA9,2917,DHBA:12569,"solitary nucleus, ventrolateral part",DHBA:12557,DHBA
SSol,#727CB6,2918,DHBA:12570,subsolitary nucleus,DHBA:12557,DHBA
PSol,#727CB6,2919,DHBA:12571,parasolitary nucleus,DHBA:12557,DHBA
Sp5,#475CA9,2920,DHBA:12572,spinal trigeminal nucleus,DHBA:12556,DHBA
Sp5C,#727CB6,2921,DHBA:12573,"spinal trigeminal nucleus, caudal part",DHBA:12572,DHBA
Sp5C1,#838BC1,2922,DHBA:12574,layer 1 (marginal layer) of caudal spinal trigeminal nucleus,DHBA:12573,DHBA
Sp5C2,#475CA9,2923,DHBA:12575,layer 2 (gelatenous layer) of caudal spinal trigeminal nucleus,DHBA:12573,DHBA
SP5C3/4,#5D6CB2,2924,DHBA:12576,layer 3/4 (magnocellular layer) of caudal spinal trigeminal nucleus,DHBA:12573,DHBA
DM5,#475CA9,2925,DHBA:12577,dorsomedial spinal trigeminal nucleus,DHBA:12572,DHBA
Sp5ip,#5D6CB2,2926,DHBA:12578,"spinal trigeminal nucleus, interpolar part",DHBA:12572,DHBA
8Ve,#475CA9,2927,DHBA:12579,vestibular nuclei in medulla,DHBA:12556,DHBA
I8,#475CA9,2928,DHBA:12580,interstial nucleus of the vestibulocochlear nerve,DHBA:12579,DHBA
MVe,#475CA9,2929,DHBA:12581,medial vestibular nucleus,DHBA:12579,DHBA
MVeMC,#475CA9,2930,DHBA:12582,"medial vestibular nucleus, magnocellular part",DHBA:12581,DHBA
MVePC,#475CA9,2931,DHBA:12583,"medial vestibular nucleus, parvicellular part",DHBA:12581,DHBA
EVe,#475CA9,2932,DHBA:12584,nucleus of origin of vestibular efferents of vestibular nerve,DHBA:12579,DHBA
SpVe,#475CA9,2933,DHBA:12585,spinal (inferior) vestibular nucleus,DHBA:12579,DHBA
PaVe,#475CA9,2934,DHBA:12586,paravestibular nucleus,DHBA:12579,DHBA
MoSR,#5D6CB2,2935,DHBA:12587,sensory relay nuclei in medulla oblongata,DHBA:12538,DHBA
ECu,#838BC1,2936,DHBA:12588,external (accessory/lateral) cuneate nucleus,DHBA:12587,DHBA
Cu,#5D6CB2,2937,DHBA:12589,cuneate nucleus,DHBA:12587,DHBA
CuR,#475CA9,2938,DHBA:12590,"Cuneate nucleus, rotundus part",DHBA:12589,DHBA
CuT,#5D6CB2,2939,DHBA:12591,"Cuneate nucleus, triangular part",DHBA:12589,DHBA
Gr,#475CA9,2940,DHBA:12592,gracile nucleus,DHBA:12587,DHBA
GrC,#475CA9,2941,DHBA:12593,"gracile nucleus, central part",DHBA:12592,DHBA
GrR,#45599D,2942,DHBA:12594,"gracile nucleus, rostral part (shell)",DHBA:12592,DHBA
PrCbN,#727CB6,2943,DHBA:12595,precerebellar nuclei,DHBA:12538,DHBA
Crb,#5D6CB2,2944,DHBA:12596,cribriform nucleus,DHBA:12595,DHBA
DPMn,#5D6CB2,2945,DHBA:12597,dorsal paramedian nucleus,DHBA:12595,DHBA
CDPMn,#5D6CB2,2946,DHBA:12598,caudal dorsal paramedian nucleus,DHBA:12597,DHBA
ODPMn,#5D6CB2,2947,DHBA:12599,rostral (oral) dorsal paramedian nucleus,DHBA:12597,DHBA
IO,#3E4D89,2948,DHBA:12600,inferior olive,DHBA:12595,DHBA
IODM,#3E4D89,2949,DHBA:12601,"inferior olive, dorsomedial cell group",DHBA:12600,DHBA
IOBe,#3E4D89,2950,DHBA:12602,"inferior olive, beta nucleus",DHBA:12600,DHBA
IOD,#3E4D89,2951,DHBA:12603,"inferior olive, dorsal nucleus",DHBA:12600,DHBA
IODC,#3E4D89,2952,DHBA:12604,"inferior olive, dorsal nucleus, caudal part",DHBA:12600,DHBA
IOM,#3E4D89,2953,DHBA:12605,"inferior olive, medial nucleus",DHBA:12600,DHBA
IOK,#3E4D89,2954,DHBA:12606,Cap of Kooy of medial nucleus,DHBA:12605,DHBA
IOA,#3E4D89,2955,DHBA:12607,subnucleus A of medial nucleus,DHBA:12605,DHBA
IOB,#3E4D89,2956,DHBA:12608,subnucleus B of medial nucleus,DHBA:12605,DHBA
IOC,#3E4D89,2957,DHBA:12609,subnucleus C of medial nucleus,DHBA:12605,DHBA
IOPr,#3E4D89,2958,DHBA:12610,"inferior olive, principal nucleus",DHBA:12600,DHBA
IOVL,#3E4D89,2959,DHBA:12611,ventrolateral outgrowth of inferior olive,DHBA:12600,DHBA
InM,#5D6CB2,2960,DHBA:12612,intercalated nucleus of medulla,DHBA:12595,DHBA
IPo,#5D6CB2,2961,DHBA:12613,interpositus nucleus,DHBA:12595,DHBA
PnbN,#5D6CB2,2962,DHBA:12614,pontobulbar nucleus,DHBA:12595,DHBA
PrH,#5D6CB2,2963,DHBA:12615,prepositus hypoglossal nucleus,DHBA:12595,DHBA
MoRF,#979ECB,2964,DHBA:12616,medullary reticular formation,DHBA:12538,DHBA
DRt,#838BC1,2965,DHBA:12617,dorsal reticular nucleus,DHBA:12616,DHBA
IRt,#979ECB,2966,DHBA:12620,intermediate reticular nucleus,DHBA:12616,DHBA
CVL,#979ECB,2967,DHBA:12621,caudoventrolateral reticular nucleus,DHBA:12620,DHBA
NA/A,#979ECB,2968,DHBA:12622,noradrenaline/adrenaline cell group 1,DHBA:12620,DHBA
RVRG,#979ECB,2969,DHBA:12623,rostral ventral respiratory cell group,DHBA:12620,DHBA
RVL,#979ECB,2970,DHBA:12624,rostroventrolateral reticular nucleus of hindbrain,DHBA:12620,DHBA
GiRt,#727CB6,2971,DHBA:12625,gigantocellular reticular nuclei,DHBA:12616,DHBA
GiRtA,#475CA9,2972,DHBA:12631,alpha gigantocellular reticular nucleus,DHBA:12625,DHBA
LPGi,#475CA9,2973,DHBA:12629,lateral paragigantocellular nucleus,DHBA:12625,DHBA
PGi,#475CA9,2974,DHBA:12626,paragigantocellular nucleus,DHBA:12625,DHBA
APGi,#475CA9,2975,DHBA:12627,alpha part of paragigantocellular nucleus,DHBA:12626,DHBA
DPGi,#475CA9,2976,DHBA:12628,dorsal paragigantocellular nucleus,DHBA:12626,DHBA
GiRtV,#475CA9,2977,DHBA:12630,ventral gigantocellular reticular nucleus,DHBA:12625,DHBA
LMRt,#5D6CB2,2978,DHBA:12632,lateral reticular nuclei,DHBA:12616,DHBA
LRt,#5D6CB2,2979,DHBA:12634,lateral reticular nucleus (principal part),DHBA:12632,DHBA
LRtMC,#5D6CB2,2980,DHBA:12635,"lateral reticular nucleus, magnocellular part",DHBA:12634,DHBA
LRtPC,#5D6CB2,2981,DHBA:12636,"lateral reticular nucleus, parvicellular part",DHBA:12634,DHBA
LRtS5,#5D6CB2,2982,DHBA:12637,"lateral reticular nucleus, subtrigeminal part",DHBA:12634,DHBA
Li,#5D6CB2,2983,DHBA:266441717,linear nucleus of hindbrain,DHBA:12616,DHBA
MdD,#5D6CB2,2984,DHBA:12639,"medullary reticular nucleus, dorsal part (ventral reticular nucleus)",DHBA:12616,DHBA
MdV,#5D6CB2,2985,DHBA:12640,"medullary reticular nucleus, ventral part (medial reticular nucleus)",DHBA:12616,DHBA
PCRt,#AFB6D6,2986,DHBA:12618,parvicellular reticular nucleus,DHBA:12616,DHBA
PCRtA,#AFB6D6,2987,DHBA:12619,alpha division of parvicellular reticular nucleus,DHBA:12618,DHBA
MoRa,#838BC1,2988,DHBA:12641,raphe nuclei in medulla oblongata,DHBA:12538,DHBA
RMg,#727CB6,2989,DHBA:12642,raphe magnus nucleus,DHBA:12641,DHBA
ROb,#727CB6,2990,DHBA:12643,raphe obscurus nucleus,DHBA:12641,DHBA
RPa,#727CB6,2991,DHBA:12644,raphe pallidus nucleus,DHBA:12641,DHBA
NPRa,#727CB6,2992,DHBA:146034978,nucleus pararaphales,DHBA:12641,DHBA
XMoTg,#979ECB,2993,DHBA:12645,other nuclei in medullary tegmentum,DHBA:12538,DHBA
Au,#727CB6,2994,DHBA:15560,austral nucleus,DHBA:12645,DHBA
BI,#727CB6,2995,DHBA:146034982,basal interstitial nucleus,DHBA:12645,DHBA
Bo,#727CB6,2996,DHBA:12646,Botzinger complex,DHBA:12645,DHBA
CGL,#727CB6,2997,DHBA:12647,central glial substance,DHBA:12645,DHBA
MoCG,#5D6CB2,2998,DHBA:146034986,central gray of medulla oblongata,DHBA:12645,DHBA
DPO,#727CB6,2999,DHBA:15561,dorsal periolivary nucleus,DHBA:12645,DHBA
MoE,#727CB6,3000,DHBA:146034990,ependyma and subependymal layers of the medulla,DHBA:12645,DHBA
EL,#727CB6,3001,DHBA:12648,endolemniscal nucleus,DHBA:12645,DHBA
EF,#727CB6,3002,DHBA:12649,epifascicular nucleus,DHBA:12645,DHBA
IF12,#727CB6,3003,DHBA:12650,interfascicular hypoglossal nucleus,DHBA:12645,DHBA
IB,#727CB6,3004,DHBA:146034994,internal basal nucleus,DHBA:12645,DHBA
Nt,#727CB6,3005,DHBA:146034998,notocuneate nucleus,DHBA:12645,DHBA
Z,#727CB6,3006,DHBA:12651,nucleus Z (posterodorsal subnucleus),DHBA:12645,DHBA
Y,#727CB6,3007,DHBA:12652,nucleus Y,DHBA:12645,DHBA
X,#727CB6,3008,DHBA:12653,nucleus X (preaccessory cuneate nucleus),DHBA:12645,DHBA
Ro,#5D6CB2,3009,DHBA:12654,nucleus of Roller,DHBA:12645,DHBA
PaRa,#727CB6,3010,DHBA:12655,pararaphales nucleus,DHBA:12645,DHBA
Pa5,#727CB6,3011,DHBA:12656,paratrigeminal nucleus,DHBA:12645,DHBA
PeCu,#727CB6,3012,DHBA:12657,pericuneate nucleus,DHBA:12645,DHBA
Pe5,#727CB6,3013,DHBA:12658,peritrigeminal nucleus,DHBA:12645,DHBA
PrBo,#727CB6,3014,DHBA:12659,pre-Botzinger complex,DHBA:12645,DHBA
RAmb,#727CB6,3015,DHBA:12660,retroambiguous nucleus,DHBA:12645,DHBA
SSp,#5D6CB2,3016,DHBA:12661,spinal accessory (supraspinal) nucleus,DHBA:12645,DHBA
SuL,#727CB6,3017,DHBA:12663,supralemniscal nucleus,DHBA:12645,DHBA
HTS,#AF9493,3018,DHBA:10663,transient structures of hindbrain,DHBA:10654,DHBA
CBT,#CDBABA,3019,DHBA:13345,transient zones of cerebellar cortex,DHBA:10663,DHBA
VeT,#C6B2B1,3020,DHBA:13346,transient zones of cerebellar vermis,DHBA:13345,DHBA
VeTe,#A78D8D,3021,DHBA:13347,external granular (germinal) zone of the vermis,DHBA:13346,DHBA
VeTm,#E3D6D7,3022,DHBA:13348,marginal zone of the vermis,DHBA:13346,DHBA
VeTp,#B69E9E,3023,DHBA:13349,Purkinje cell zone of the vermis,DHBA:13346,DHBA
VeTi,#9C8383,3024,DHBA:13350,inner granular cell zone of the vermis,DHBA:13346,DHBA
VeTis,#AF9E9E,3025,DHBA:13351,superficial (cell dense) portion of VeTi,DHBA:13350,DHBA
VeTid,#DFCECE,3026,DHBA:13352,deep (cell loose) portion of VeTi,DHBA:13350,DHBA
VeTv,#A78D8D,3027,DHBA:13353,ventricular (germinal) zone of the vermis,DHBA:13346,DHBA
PRVT,#B69E9E,3028,DHBA:13354,transient zones of cerebellar paravermis,DHBA:13345,DHBA
PRVTe,#937B7C,3029,DHBA:13355,external granular (germinal) zone of the paravermis,DHBA:13354,DHBA
PRVTm,#E3D6D7,3030,DHBA:13356,marginal zone of the paravermis,DHBA:13354,DHBA
PRVTp,#A78D8D,3031,DHBA:13357,Purkinje cell zone of the paravermis,DHBA:13354,DHBA
